code,caption_text
DBGVagZxWHw,"A man arrested near Donald Trump’s rally in California was found to be in illegal possession of two guns and fake passports, US police said.
 
The 49-year-old suspect, Vem Miller, was driving a black SUV when he was stopped at a security checkpoint by deputies at the rally in Coachella on Saturday.
 
There, officers located a shotgun, a loaded handgun and a ""high-capacity magazine"".
 
Miller was then taken into custody ""without incident"" and booked on possession of a loaded firearm and possession of a high-capacity magazine.
 
Riverside County Sheriff Chad Bianco said he ""truly believed"" that his officers had prevented a third assassination attempt.
 
The US Secret Service said the Republican presidential nominee “was not in any danger”, adding that the incident did not impact protective operations.
 
Tap the link in @BBCNews’s bio to read more about the previous assassination attempts at Trump rallies. 
 
(📷 Reuters/Riverside County Sheriff)
 
#DonaldTrump #Coachella #BBCNews"
DBGNNvlR15I,"""I feel so great, I'm proud of myself.”

Kenyan runner Ruth Chepngetich has set a new marathon world record.
 
She is the first woman to run the distance under two hours and 10 minutes, clocking a time of 2:09:56 at the Chicago Marathon.

The new record is almost two minutes faster than the previous one.

Tap the link in @BBCNews’s bio to find out how long it stood.

(📷 Reuters)

#Marathon #ChicagoMarathon #BBCNews"
DBEqqXTsMBh,"“We’ve just witnessed history.""
 
Elon Musk’s SpaceX has successfully launched and landed its Starship rocket, which the company hopes could be used to take astronauts to the Moon. 
 
The rocket completed a world first after part of it was captured on its return to the launch pad.
 
Tap the link in @bbcnews’s bio to read more about this historic moment.
 
#SpaceX #ElonMusk #BBCNews"
DBEl1ncoiPX,"The UN peacekeeping force in southern Lebanon says Israeli tanks forced their way into one of its positions early on Sunday morning, the latest in a series of incidents in recent days.

In what has been described in a UN statement as ""shocking violations"", the UN Interim Force in Lebanon (Unifil) said two Israel Defense Forces tanks destroyed the main gate of a post in Ramyah, near the border with Israel.

They then ""forcibly entered the position"" to request it turn out its lights.

About two hours later, it said rounds were fired nearby that saw smoke enter the camp, causing 15 peacekeepers to suffer skin irritations and gastrointestinal reactions.

The statement comes after Israel's prime minister Benjamin Netanyahu urged Unifil to move away from areas where fighting was taking place ""immediately"".

Tap the link in @BBCNews's bio to read more on this story.

(📷 Reuters/AFP)

#UN #Israel #Lebanon #BBCNews"
DBEdG05oSrz,"Christopher Columbus was likely Spanish and Jewish, according to a new genetic study conducted by scientists.

Scientists believe the explorer was probably born in western Europe, possibly in Valencia.

They think he concealed his Jewish identity, or converted to Catholicism, to escape religious persecution.

The study of DNA contradicts the traditional theory, which many historians had questioned, that the explorer was an Italian from Genoa.

Head to @BBCNews’s bio to find out more about the DNA samples used in the study.

(📷 Getty)

#BBCNews"
DBENhJ1I45a,"The US presidential election takes place on 5 November. 
 
But it's possible the candidate with the most votes won't be the winner.

This is because the president is not chosen directly by the voters, but by something called the electoral college.

Tap the link in @BBCNew's bio to read more more on how the electoral college works. 

#USElection #BBCNews"
DBD7qgaBXDl,"Scottish DJ and producer Jack Revill, known as Jackmaster, has died after suffering a head injury in Ibiza.
 
He died on Saturday morning following ""complications arising from an accidental head injury"", his family said.

They added that they were ""utterly heartbroken"" from the ""devastating"" loss.

Tap the link in @BBCNews's bio to read more tributes dedicated to him. 

(📷 Getty Images/Jackmaster)

#Jackmaster #ElectronicMusic #BBCNews"
DBDyVhJoIbW,"In August 2023, a 27-year-old Ukrainian journalist disappeared - before it was annouced she was being held by Russia.
 
This week Viktoriia Roshchyna's father received a letter from the defence ministry in Moscow telling him she was dead.
 
Her friends gathered in central Kyiv to remember the woman who wanted to shine a light on the hardships of life in cities occupied by the Russian army. 
 
“Her life was her work, it's a rare type of people who are so determined.”
 
Tap the link in @BBCNews's bio to read more about Viktoriia.
 
(EPA)
 
#Ukraine #Russia #BBCNews"
DBDeGdyIqTl,"Burgers in space? ☄️🍔
 
Future astronauts could end up eating food made out of asteroid bacteria, scientists have suggested.
 
No, they won’t be consuming rocks directly. Researchers discovered a way to use materials found inside asteroids to make nutritional food.
 
Currently when in space, astronauts have to eat pre-packaged 'space food’.
 
The study published in the International Journal of Astrobiology explains that using materials in an asteroid could make it easier for astronauts to make their own food.
 
Tap the link in @bbcnews’s to read why asteroids aren’t just good for food.
 
(📷 Getty Images)
 
#Space #Asteroids #BBCNews"
DBCIhkNIBZt,"A UN peacekeeper has been wounded in southern Lebanon after being hit by gunfire, the UN Interim Force in Lebanon (Unifil) has said.
 
This is the fifth member of the multinational force to be injured in recent days.
 
Unifil said the peacekeeper was injured at its headquarters in the southern city of Naquora on Friday night amid ""ongoing military activity nearby"", though added that it did not know the origin of the fire.
 
Israel has urged peacekeepers in southern Lebanon to leave their positions as it continues its operations against Lebanese armed group Hezbollah.
 
Unifil said on Saturday that there had been a ""unanimous decision"" to stay in the region.
 
Four UN peacekeepers were previously injured after Israel fired at them in two separate incidents.
 
Tap the link in @BBCNews’s bio to read the full story.
 
(📸 EPA/Reuters)
 
#UN #Israel #Lebanon #BBCNews"
DBB5dXcoGCs,"""The more things change. the more they stay the same... I don't know how this story ends.""
 
The Kenyan authorities' crackdown on huge anti-tax protests have been condemned by actress Lupita Nyong'o.
 
Demonstrators were met with police brutality, according to rights groups, with dozens of people killed and numerous others abducted.

Nyong'o's father was jailed and tortured under the former Kenyan former president, Daniel arap Moi. The current government said it was not possible to compare two ""very different"" administrations and that it ""regrets any death that occurred"".

Tap the link in @BBCNews's bio to read more about the protests.

(Getty)

#Kenya #BBCNews"
DBBuX_qqBSL,"As millions of people in Florida fled Hurricane Milton, Mike Smalls Jr went towards the hurricane to livestream. 
 
Mike told his audience that he would launch himself and his mattress into the water, if he reached 10,000 views.
 
Livestreaming has become increasingly lucrative for content creators, but these streams can involve dangerous stunts.
 
Tap the link in @bbcnews’s bio to find out what he said about endangering the lives of emergency workers.
 
#HurricaneMilton  #Florida #BBCNews"
DBBlVZ5J0BV,"This was the dramatic moment a historic church in Iquique, Chile, was destroyed by fire.

The San Francisco Church was the first Catholic church built in Chile, according to the World Monuments Fund and was declared a national monument in 1994.

Twelve firefighting units attended the blaze at the San Francisco Church on Friday, but were unable to save the mostly-wooden structure, local media reported.

Regional officials said that there were no fatalities, and that the cause of the fire was under investigation.
 
Tap the link in @BBCNews's bio for the latest news from Latin America.
 
#Chile #Catholic #Church #BBCNews"
DBBeebYMX1M,"Recent days have seen significant exchanges of missiles and rockets across the Israel-Lebanon border.

Lebanon's prime minister says 22 people were killed in two Israeli attacks in central Beirut on Thursday, which came with no warning, and were all civilians.

The Israeli military says Hezbollah has fired hundreds of missiles, many of them at northern Israel, in recent days.

Tap the link in @BBCNews's bio to follow the latest developments.

#Lebanon #Israel #BBCNews"
DBBYGQ-NHlC,"A pig, a donkey and several goats were rescued from floodwaters following Hurricane Milton.
 
Residents of Lithia, Florida who found the pig named it ""Millie"".
 
Tap the link in @bbcnews's bio to read how one community on Florida's east coast has been impacted by the hurricane. 
 
#Florida #HurricaneMilton #BBCNews"
DBBPGGnP92e,"""It was a really good meeting.""
 
Donald Trump didn't order the steak, but this is what Keir Starmer thought about his two hour dinner with him.
 
Tap the link in @BBCNew's bio to find out how he's described his first three months as prime minister.
 
#KeirStarmer #DonaldTrump #BBCNews"
DBA-zdYoxK0,"The Wildlife Photographer of the Year competition winners have been announced. 📸
 
Shane Gross won Wildlife Photographer of the Year for his photo of a swarm of western toad tadpoles in Cedar Lake, Canada.
 
“I had no idea if I had anything good at all until I got home,"" he said. ""But when I finally looked, I was like, wow, this is pretty cool.”
 
Alexis Tinker-Tsavalas, 17, from Germany, was named Young Wildlife Photographer of the Year at the awards ceremony at London's Natural History Museum.
 
Tap the link in @BBCNews’s bio to see all the category winners.

Shane Goss - Wildlife Photographer of the Year
Alexis Tinker-Tsavalas - Young Wildlife Photographer of the Year
Alberto Román Gómez - 10 Years and Under category
Igor Metelskiy - Animals in their Environment category
Fortunato Gatto - Plants and Fungi category
Ingo Arndt - Behaviour: Invertebrates category
John Marriott - Animal Portraits category
Karine Aigner - Amphibians and Reptiles category
Britta Jaschinski - Photojournalism category
Robin Darius Conz - Urban Wildlife category

#WildlifePhotographerOfTheYear #BBCNews"
DA_5W_ts4Cx,"Yung Filly’s contract with Footasylum has been suspended after the YouTuber was charged over rape allegations in Australia.
 
A spokesperson for FootAsylum said, “In light of these extremely serious charges, we are suspending our contract with Yung Filly with immediate effect”.
 
The FA has also removed a new campaign with the British rapper, and a live podcast show with his co-host and fellow YouTuber Chunkz in London has been cancelled. 
 
Yung Filly was arrested in Brisbane and charged in Perth this week, after allegedly attacking a woman in his hotel room. 
 
His representatives have been contacted for comment.
 
Tap the link in @BBCNews’s bio to read more about the case. 
 
#YungFilly #BBCNews"
DA_xmtmsnHP,"This is the moment a Ukrainian prisoner of war was freed from Russian captivity in the city of Vuhledar, in eastern Ukraine.
 
Oleksii, 27, was captured and held in a basement for 46 days, with almost no food or water before being rescued by a soldier from New Zealand who was volunteering for the Ukrainian army.
 
After being under attack for almost two years, Vuhledar fell to Russia this month. 
 
Tap the link in @BBCNews’s bio to read how Russian troops took control of the city.

#BBCNews"
DA_dsnLMqm4,"Could this remarkable discovery solve one of mountaineering's biggest mysteries? 🗻
 
A preserved foot believed to belong to an Everest climber has been found on the north face of the mountain a century after he disappeared.
 
Andrew ""Sandy"" Irvine vanished alongside his climbing partner, the famous mountaineer George Mallory, when attempting to reach the summit.
 
This discovery could potentially help solve whether or not the pair succeeded in becoming the first people to summit Everest, 29 years before Edmund Hillary and Tenzing Norgay reached the top.
 
Tap the link in @BBCNews’s bio to read what Irvine's great-niece has said about the discovery.
 
(📸 Getty/Disney/National Geographic)
 
#Everest #MountEverest #BBCNews"
DA_TX6oMIt3,"Elon Musk and Tesla have unveiled their long-awaited self-driving robotaxi, called the Cybercab.
 
The taxi will cost less than $30,000 (£23,000), and the company is aiming to start production before 2027.
 
Musk believes fully self-driving vehicles will be safer than those driven by humans and could even earn owners money by being rented out for rides.
 
By teaching its cars to drive, Tesla plans to use artificial intelligence (AI) trained by the raw data it collects from its millions of vehicles.
 
However there are doubts on how realistic the plan is and approval for the vehicles on US roads is far from guaranteed.
 
Tap the link in @BBCNewsUK’s bio to read about the expansion of the robotaxi market.
 
(📸 Reuters / Tesla / AFP via Getty Images)
 
#ElonMusk #Cybercab #BBCNews"
DA_MQ-Hi660,"This was the moment a dog was rescued after surviving the hurricane that killed his owners.
 
A CBS News reporter was preparing to go on air when Benji was picked up near a destroyed mobile home.
 
Benji's owners died when the tornado tore through Fort Pierce, on the east coast of Florida, CBS reported.
 
Officials from St Lucie County, said the deaths were the result of at least two tornadoes that hit the area before Milton itself arrived late on Wednesday.
 
Tap the link in @BBCNews’s bio to read the latest on rescue efforts in Florida.
 
#HurricaneMilton #Florida #BBCNews"
DA-6hk4sPLi,"Dramatic drone footage and photos have revealed the scale of the damage caused by Hurricane Milton in Florida.
 
At least 16 people have died and thousands of others have been rescued from flooded areas in the US state
 
More than two million homes and businesses are without power and officials are warning that more flooding is likely in the coming days.
 
Florida residents are being warned not to visit areas hit by Milton, but many were seen surveying the damage.
 
The storm brought heavy rains of up to 18in (45cm) and the storm surge was between 5-10ft (1.5-3 meters) in some areas too.
 
Tap the link in @BBCNews’s bio for the latest updates on Hurricane Milton.
 
(📸 AFP via Getty Images / Reuters / The News-Press/Reuters / Reuters / Bloomberg via Getty Images / The Palm Beach Post/Reuters / Chandan Khanna/AFP via Getty Images)
 
#HurricaneMilton #Milton #BBCNews"
DA-0Vd-qWF5,"People across the UK were treated to a dazzling display of the Northern Lights on Thursday night. ✨
 
The lights, also known as aurora borealis, were only expected to be seen as far south as the Midlands, but last night was the strongest and most widespread showing of the phenomenon since May.
 
It used to be a once-in-a lifetime event for people to see it in the UK, but it has become more common in the last couple of years.
 
Tap the link in @BBCNewsUK’s bio to find out where you might be able to see the Northern Lights tonight.
 
(📸 Getty/PA)
 
#NorthernLights #AuroraBorealis #BBCNews"
DA-n52GsFDi,"A further 65 women have contacted the BBC saying they were abused by Mohamed Al Fayed, with allegations stretching far beyond Harrods, and as far back as 1977.

Their accounts include new details of sexual harassment, sexual assault and rape and they come after a BBC documentary and podcast, Al Fayed: Predator at Harrods, aired last month. 

They suggest Al Fayed, who died last year, used a broader range of abuse tactics and also targeted women employed outside his businesses.

Tap the link in @BBCNews’s bio to read further allegations including being held at the billionaire’s mansion in Oxted.
 
#AlFayed #BBCNews"
DA-eBONqNcT,"That’s not what I ordered!  🦂
 
Bristol Uni student Sofia said she felt like she was “dreaming” when she found a live scorpion crawling inside her Shein parcel. 
 
Her flatmates transferred it into a Tupperware box and called a reptile charity, who came to pick it up. 
 
Shein has been contacted for comment and says it’s looking into the incident.
 
Tap the link in @BBCNewsUK’s bio to find out how venomous the scorpion was. 
 
#Bristol #BBCNews"
DA9QpygIrgo,"When Elvis Presley's only child, Lisa Marie, died last year she left behind a request: for her daughter Riley Keough to complete her memoir.

The book is based on recorded tapes and, for the first time, describes the moment Lisa Marie found her father dead, face down on the bathroom floor, when she was nine – something she struggled with throughout her life.

""There have been nights as an adult when I would just get drunk and listen to his music and sit there and cry,” Lisa Marie wrote.

“The grief still comes. It’s still just there.”

Tap the link in @BBCNews’ bio to find out more about the book, which tells readers about the death of Lisa Marie’s son, Benjamin, and her marriages to Michael Jackson and Nicolas Cage.

(📷 Getty)

#Elvis #BBCNews"
DA9Ki5zsqH1,"For four decades Kylie Minogue has been the glamorous face of pop, but admits she can be a bit of a “a despicable human being” when things get frantic.
 
Tap the link in @BBCNews’s bio to read more about what she’s like behind the spotlight.
 
#KylieMinogue #BBCNews"
DA82c3yM1vv,"An “incredible wake-up call”. 🌍
 
Global wildlife populations have plummeted by an average of 73% in the past 50 years, according to a new study from the WWF.
 
The report is based on the Living Planet Index of more than 5,000 bird, mammal, amphibian, reptile and fish population counts over five decades.
 
The report found habitat degradation and loss was the biggest threat to wildlife, followed by overexploitation, invasive species, disease, climate change and pollution.
 
WWF UK head Tanya Steele said the loss of wild spaces was “putting many ecosystems on the brink”, and many habitats were “on the edge of very dangerous tipping points”.
 
Although there were some signs of conservation success, the WWF added that these “isolated successes are not enough”.
 
Tap the link in @BBCNews’s bio to read more on the decline of wildlife numbers.
 
(📸 WWF-UK / Getty Images)
 
#Nature #Wildlife #Environment #BBCNews"
DA8rA8PB6o_,"Multiple tornadoes have been reported across Florida as Hurricane Milton lashed the state.
 
Tornadoes can accompany any tropical weather, including hurricanes, according to the National Weather Service.
 
Tap the link in @BBCNews’s bio to find out how twisters are formed.
 
#HurricaneMilton #Florida #BBCNews"
DA8klOmMrHB,"After more than 100 years hidden in Antarctica’s icy waters, Sir Ernest Shackleton’s legendary ship Endurance has been revealed in 3D detail! 🛳️🌊
 
For the first time ever, we can see the shipwreck that sank in 1915, lying 3,000m deep in the Weddell Sea.
 
The digital scan was created from 25,000 high-res images after the wreck was discovered in 2022, which also includes images of items belonging to crew.
 
These have been released as part of a new documentary called Endurance, which will be shown at cinemas.
 
Click the link in @BBCNews’s bio to see more of the historical ship.
 
(📷 Falklands Maritime Heritage Trust / National Geographic)
 
#Antarctica #Shipwreck #BBCNews"
DA8Vabasb5B,"""Do NOT do this to your pets please.""
 
The Florida Highway Patrol asked locals in Tampa Bay to not leave their pets as Hurricane Milton made landfall in Florida.
 
Fortunately, this dog was rescued.
 
Tap the link in @BBCNews’s bio for the latest updates on Hurricane Milton.
 
#HurricaneMilton #Florida #BBCNews"
DA8Piv2JN_D,"A Turkish Airlines pilot died after becoming ill on his own flight.
 
Captain Ilcehin Pehlivan, 59, collapsed mid-air during the flight from Seattle to Istanbul.
 
""When first aid to our captain on the plane was unsuccessful, the cockpit crew... decided to make an emergency landing, but he died before landing,"" an airline spokesman said.
 
Tap the link in @BBCNews's bio to read more about the emergency landing.
 
#Turkey #Türkiye #Flight #BBCNews"
DA8Me-Noiio,"Tennis legend Rafael Nadal has announced that he will be hanging up his racquet at the end of the season.
 
The 22-time Grand Slam champion will make his final appearance by playing for Spain in November’s Davis Cup finals in Malaga.
 
Nadal retires as the second-most successful men's singles player of all time, behind only long-time rival Novak Djokovic.
 
The ‘King of Clay’ won the French Open singles title a record 14 times.
 
Nadal announced his decision to retire in a video message posted on his social media.
 
""I don't think I have been able to play without limitations,” he said.
 
Tap the link in @BBCNews’s bio to read more about Rafa’s career.
 
(📸 Getty Images)
 
#RafaelNadal #Tennis #BBCNews"
DA8H76psBk_,"BBC Weather has apologised after forecasts on its app and website show hurricane force winds hitting the UK.
 
It said it is experiencing a data issue - which is generating incorrect numbers - such as estimating wind speeds of 13,508mph in London.
 
“We are really, really sorry about this and working very hard to fix the problem,” BBC Weather said. 
 
Tap the link in @BBCNews’s bio to read a more accurate forecast for parts of the UK on Thursday. 
 
#BBCWeather #BBCNews"
DA8CwzAK0LS,"This simulation by a US weather channel shows how high Hurricane Milton flood waters could get. 
 
It's not yet clear how severe the storm surges have been.
 
More than two million homes and businesses are without power across Florida, and there have been ""a number of deaths"" reported on the Atlantic coast.
 
Tap the link in @BBCNews's bio for the latest updates on Hurricane Milton.
 
#HurricaneMilton #Florida #BBCNews"
DA746i6NK2J,"Satellite footage shows Hurricane Milton making landfall as a category three hurricane. 
 
It has since been downgraded to a category two hurricane.
 
Tap the link in @BBCNews’s bio for the latest updates on Hurricane Milton.
 
#HurricaneMilton #Florida #BBCNews"
DA7uDgjMoVT,"Hurricane Milton has made landfall in Florida, bringing tornadoes, floods, and the risk of storm surges.
 
More than two million homes are without power, and there have been “a number of deaths” reported on the Atlantic coast.
 
Tap the link in @BBCNews’s bio for the latest updates on Hurricane Milton.
 
#HurricaneMilton #Florida #BBCNews"
DA63XmwRBkp,"“A hurricane like this is traumatising, it traumatises people.” 
 
Korina Sayegh and Kylee Tingstrom, both aged 23, have described the situation as people attempt to leave parts of Florida.
 
Tap the link in @BBCNews’s bio to find out what Joe Biden and Kamala Harris said about “price gouging” as Hurricane Milton arrives. 
 
#HurricaneMilton #Florida #BBCNews"
DA6yPRFIWM6,"""Her fearless nature is respected by other bears.""
 
The winner of Fat Bear Week has finally been crowned - and she's no stranger to the title.

Voters chose 128 Grazer, a mother bear who won Fat Bear Week last year.

Earlier this year, one of her cubs was killed by a fellow Fat Bear Week competitor - 32 Chunk.

In July, two of Grazer's cubs were swept over a waterfall, where Chunk - the most dominant bear on the river - attacked them both.

Tap the link in @BBCNews's bio to find out how Fat Bear Week started.

(📷 National Park Service)

#FatBearWeek #BBCNews"
DA6purDsnJ4,"No… Hurricane Milton has not been “engineered”.
 
False claims are being spread on social media saying that the weather in Florida is being “manipulated”.
 
There is no technology that allows humans to create and control hurricanes.
 
But on platforms like X and TikTok, posts alleging - without evidence - that the US government is secretly controlling the weather have been viewed millions of times.
 
Tap the link in @BBCNews’s bio to read more about the debunked claims.
 
#HurricaneMilton #Weather #BBCNews"
DA6Y-zjMDBd,"Look at that 🤩.
 
Astronaut Matthew Dominick filmed a timelapse of the Northern Lights putting on a mesmerising display from the Dragon Endeavour spacecraft. 
 
Tap the link in @BBCNews’s bio to why phenomenon produces different colours in night sky.
 
#NorthernLights #BBCNews"
DA6SSqFMP9A,"Officials have warned people on Florida’s west coast that the time “to get out is now”, as Hurricane Milton closes in on the US state.
 
Tap the link in @BBCNews’s bio for the latest on Hurricane Milton.
 
#HurricaneMilton #Florida #BBCNews"
DA6LrcOM9Km,"It is one year since Israel responded to Hamas’s unprecedented cross-border attack on 7 October 2023 by bombing and invading Gaza.

Israel says it is trying to destroy the military and governing capabilities of Hamas but the war has had a devastating impact on the people living there. 
 
Tap the link in @BBCNews’s bio to read more stories from those in Gaza.
 
(📸 AFP / Getty / IDF / Reuters)
 
#Gaza #BBCNews"
DA6CwcyK_mF,"Nima Rinji Sherpa has broken the world record for the youngest mountaineer to climb Earth’s 14 highest mountains at the age of 18.
 
The Nepalese mountaineer climbed his first “eight-thousander” in 2022 and finished the challenge in just 740 days by ascending Tibet’s Mount Shishapangma.
 
Nima Rinji already holds the world record as the youngest climber to have scaled both Mount Everest and nearby Lhotse within 10 hours.
 
Although 'Sherpa' is commonly used to describe a mountain guide or porter working in the Everest area, it is in fact the name of an ethnic group of people who live in the mountains of Nepal.
 
He said he wants to prove to younger generation of Sherpas that they can ""rise above the stereotype of being only support climbers and embrace their potential as top-tier athletes, adventurers, and creators"".
 
The previous record holder, Mingma Gyabu ‘David’ Sherpa, was 30 when he completed the feat in 2019.
 
Tap the link in @BBCNews’s bio to read all the records Nima Rinji has broken so far.
 
(📸 AFP / Getty Images)
 
#Mountaineering #BBCNews"
DA51YvTs91v,"“I felt bad for what’s coming for Florida.”
 
Miami meteorologist John Morales went viral after he became emotional while discussing Hurricane Milton during a live broadcast on Monday. 
 
Now, he has talked about his reaction, and his fears for the people living in the US state. 
 
Tap the link in @BBCNews’s bio to find out when the hurricane is expected to make landfall in Florida.
 
#HurricaneMilton #BBCNews"
DA5vQ6UqyXa,"Actor Jenna Fischer has revealed that she is “cancer-free” after being diagnosed with breast cancer in December last year.
 
Best known for her role as Pam Beesly in the US version of The Office, Jenna said her cancer was discovered after a routine scan that she’d been putting off.
 
Jenna said that ""luckily"" her cancer was caught early but the tumour was aggressive so needed multiple rounds of treatment.
 
The actor lost her hair during chemotherapy and highlighted co-star Angela Kinsey for her support.
 
The Blades of Glory star urged fans: ""Get 'em checked ladies"".
 
Tap the link in @BBCNews’s bio to read more about Jenna’s story.
 
(📸 Getty Images, msjennafischer/Instagram)
 
#JennaFischer #TheOffice #BBCNews"
DA5oKLQs_cs,"This is what it’s like to be inside a plane travelling through Hurricane Milton. 
 
Scientists flew into the eye of the hurricane, braving the 160mph (270km/h) winds, to collect data for the US’s National Hurricane Center.
 
Tap the link in @BBCNews’s bio to find out when the storm is expected to hit Florida.
 
#HurricaneMilton #Florida #BBCNews"
DA5g8L_q0ZM,"Hurricane Milton has caused flooding and damage in Mexico on its path towards Florida.
 
Milton brushed past the northern end of Mexico's Yucatan Peninsula early on Tuesday.
 
Pictures show coastal flooding and people wading through water on streets and using boats to get get through flooded areas.
 
Strong winds have also knocked over trees, causing power outages.
 
Most of the damage has been described as minor, and it appears that no larger structures have been destroyed.
 
Tap the link in @BBCNews’s bio to read the latest updates on Hurricane Milton.
 
(📸 EPA-EFE/REX/Shutterstock/Reuters)
 
#HurricaneMilton #Mexico #BBCNews"
DA5X0nQMXYu,"Millions of people in Florida are rushing to leave their homes, as Hurricane Milton races towards the state’s west coast.
 
Filmed on Tuesday, Nasa astronaut Matthew Dominick filmed video from onboard the Dragon Endeavour spacecraft showing the storm’s vast size.
 
Tap the link in @BBCNews’s bio to read more about the category five storm.
 
#Nasa #HurricaneMilton #BBCNews"
DA5IXenKIiG,"One man’s trash is another man’s treasure…
 
A person working in a Dutch museum did not ask themselves if this was a piece of modern art or trash.
 
The Lam museum in Lisse had to search for a missing artwork that looked like two empty beer cans after a lift technician thought it was rubbish. 
 
The “meticulously hand-painted” artwork by French artist Alexandre Lavet was on display in a lift.
 
Eventually, the art was found in the bin and the museum said it ""bears no ill will towards the technician who made the mistake”.
 
Tap the link in @bbcnews’s to find out what was the reason for exhibiting the cans on the museum’s floor. 
 
(📷 LAM Museum/ Alexandre Lavet) 
 
#BBCNews"
DA4I2-MM3Mf,"Boris Johnson has said he is not a liar. 
 
The former UK prime minister defended himself when faced with the accusation on @BBC5Live. 
 
Tap the link in @BBCNews bio to listen to the full interview on @BBCSounds.

#BBCNews"
DA4B9_yJnn-,"US President Joe Biden has warned that Hurricane Milton could be the worst to hit Florida in a century.

Florida’s emergencies chief warned storm surges are “not survivable” in some areas.
 
The storm comes less than two weeks after Hurricane Helene hit the Gulf Coast as a category four storm - it killed at least 225 people across Florida, Georgia, South Carolina, Tennessee, Virginia and North Carolina.
 
Tap the link in @BBCNews’s bio to see a video of Hurricane Milton from space. 
 
#HurricaneMilton #BBCNews"
DA39LzpspDr,"Punam Krishan and her Strictly Come Dancing partner made history on Saturday night’s show in the UK.
 
The TV doctor and Gorka Márquez danced to Bole Chudiyan from 2001 hit film Kabhi Khushi Kabhie Gham, becoming the first competing couple to perform to a traditional Bollywood song in the show’s 20 years.
 
Tap the link in @BBCNews’s bio to read about Punam’s love for Kabhi Khushi Kabhie Gham.

#StrictlyComeDancing #Bollywood #BBCNews"
DA3o4lNMC12,"Have you been looking for Steve? ✨
 
People in the UK found Steve on Monday night, in the sky.
 
The rare phenomenon resembles the Northern Lights and often appears at the same time, but it is different.
 
Steve, full name Strong Thermal Emission Velocity Enhancement - is unpredictable and only lasts for a short time.
 
Tap the link in @bbcnews’s to read how an animated film helped inspire Steve’s name.
 
( 📷 BBC Weather Watchers / Mark Griffiths/ Tara/Dean/ Montydog)
 
#Steve #StrongThermalEmissionVelocityEnhancement #BBCNews"
DA3hAsaMcEn,"Darryl George spent almost an entire year of school punished over his hair.

Barbers Hill High School in Mont Belvieu, Texas, said his dreadlocks violated its dress code, which states hair cannot be ""below the top of a T-shirt collar, below the eyebrows, or below the ear lobes when let down"".
 
Darryl was placed on in-school suspension for refusing to cut his hair. 
 
His mother Darresha George said that involved sitting ""on a stool for eight hours in a cubicle"".
 
This is how he and his mother have been fighting to keep his locks.
 
Tap the link in @BBCNews’s bio to read more about the case.
 
(📸 Getty, Google Maps)
 
#Dreadlocks #Texas #BBCNews"
DA3CUxis1IS,"This Barbie is ready for Diwali. 🪔
 
A new Barbie will help celebrate the largest Indian festival of the year which will take place from 31 October to 1 November in 2024.
 
The doll has been made in collaboration with Indian designer Anita Dongre, and will feature traditional Indian elements, including a cropped top, or choli; a floral vest known as a koti; and a patterned, ankle-length skirt called a lehenga.
 
Diwali Barbie also wears gold bangles and earrings, which Anita says reflect “the radiant lights of the festival”.
 
Tap the link in @bbcnews’s bio to read more about the festival of lights.
 
(📷 Barbie/Mattel)
 
#Barbie #Diwali #BBCNews"
DA25FA3sN0Z,"“I apologise, this is just horrific.”
 
This is the moment meteorologist John Morales became emotional as he gave an update on Hurricane Milton’s rapid intensification in the Gulf of Mexico.
 
Tap the link in BBCNews’s bio to find out when it’s due to reach Florida.
 
#HurricaneMilton #Florida #BBCNews"
DA1gzDksdGI,"This viral image of a hurricane victim in the US has been viewed millions of times, but it’s not real.
 
Some AI images have been shared with political messages critical of the government’s response to hurricane Helene, which caused huge destruction in the US. 
 
Tap the link in @BBCNews’s bio to see the real life impact of the extreme weather in the US.
 
#Hurricane #AI #BBCNews"
DA1VaGvN2oS,"Could this be the first step in stopping asteroids from hitting the Earth in the future?
 
A spacecraft is travelling around seven million miles to reach the space rock, called Dimorphos, that Nasa knocked off course in 2022.
 
The asteroid was not on course to hit Earth, but it was a test to see whether space agencies could if there was a genuine risk.
 
The mission, which will reach the asteroid in December 2026, will look at the size and depth of the impact crater created.
 
Scientists hope the project will also help them to understand the best way to attempt to intercept other asteroids in the future - and knock them off course.
 
(📸 Nasa / Reuters / PA / Getty)
 
Tap the link in @BBCNews's bio to read more about the mission to the asteroid.
 
#Asteroid #Nasa #BBCNews"
DA1IMULMxoK,"Sean “Diddy” Combs’ mother has said she is “devastated and profoundly saddened” by the allegations levelled against her son, but that they are “lies”.

The musician, known for hits like 1997’s I’ll Be Missing You, was arrested on charges of sex trafficking and racketeering last month. He is currently being held in a Manhattan detention centre after being denied bail.

Tap the link in @BBCNews’s bio to find out more about the allegations.

#Diddy #BBCNews"
